wave,flux,error,f
5802,576.59,64.744,13
5804,576.19,64.744,13
5806,575.26,64.685,13
5808,574.87,64.685,13
5810,574.47,64.685,13
5812,574.08,64.685,13
5814,572.63,64.565,13
5816,572.23,64.565,13
5818,571.84,64.565,13
5820,570.39,64.446,13
5822,570,64.446,13
5824,569.61,64.446,13
5826,568.7,64.387,13
5828,568.3,64.387,13
5830,566.87,64.269,13
5832,566.48,64.269,13
5834,566.09,64.269,13
5836,564.66,64.15,13
5838,564.28,64.15,13
5840,563.89,64.15,13
5842,562.47,64.032,13
5844,562.08,64.032,13
5846,561.18,63.973,13
5848,559.77,63.856,13
5850,559.38,63.856,13
5852,559,63.856,13
5854,558.62,63.856,13
5856,558.24,63.856,13
5858,557.86,63.856,13
5860,556.45,63.738,13
5862,556.07,63.738,13
5864,555.69,63.738,13
5866,555.31,63.738,13
5868,553.91,63.621,13
5870,553.53,63.621,13
5872,552.65,63.562,13
5874,552.27,63.562,13
5876,551.9,63.562,13
5878,550.51,63.445,13
5880,550.13,63.445,13
5882,549.76,63.445,13
5884,550.4,63.562,13
5886,550.02,63.562,13
5888,549.65,63.562,13
5890,549.28,63.562,13
5892,548.9,63.562,13
5894,548.53,63.562,13
5896,547.15,63.445,13
5898,546.78,63.445,13
5900,545.4,63.329,13
5902,545.03,63.329,13
5904,543.16,63.154,13
5906,542.79,63.154,13
5908,541.43,63.038,13
5910,540.06,62.922,13
5912,539.7,62.922,13
5914,538.34,62.806,13
5916,537.48,62.748,13
5918,537.12,62.748,13
5920,535.77,62.633,13
5922,535.41,62.633,13
5924,535.05,62.633,13
5926,533.7,62.517,13
5928,533.34,62.517,13
5930,532.49,62.46,13
5932,532.13,62.46,13
5934,530.79,62.345,13
5936,530.44,62.345,13
5938,530.08,62.345,13
5940,529.72,62.345,13
5942,528.39,62.23,13
5944,528.04,62.23,13
5946,526.71,62.115,13
5948,526.35,62.115,13
5950,525.52,62.058,13
5952,524.2,61.944,13
5954,523.85,61.944,13
5956,523.49,61.944,13
5958,522.18,61.83,13
5960,521.83,61.83,13
5962,521.48,61.83,13
5964,520.17,61.716,13
5966,519.82,61.716,13
5968,518.99,61.659,13
5970,518.65,61.659,13
5972,518.3,61.659,13
5974,517.95,61.659,13
5976,517.61,61.659,13
5978,516.31,61.546,13
5980,515.96,61.546,13
5982,515.62,61.546,13
5984,514.33,61.433,13
5986,513.98,61.433,13
5988,512.69,61.32,13
5990,511.88,61.263,13
5992,511.54,61.263,13
5994,511.2,61.263,13
5996,509.91,61.15,13
5998,509.57,61.15,13
6000,509.23,61.15,13
6002,508.9,61.15,13
6004,508.56,61.15,13
6006,507.28,61.038,13
6008,506.95,61.038,13
6010,506.61,61.038,13
6012,505.81,60.982,13
6014,505.47,60.982,13
6016,504.2,60.869,13
6018,503.87,60.869,13
6020,503.53,60.869,13
6022,503.2,60.869,13
6024,501.94,60.757,13
6026,501.61,60.757,13
6028,500.35,60.646,13
6030,500.02,60.646,13
6032,499.69,60.646,13
6034,498.9,60.59,13
6036,497.65,60.478,13
6038,497.32,60.478,13
6040,496.99,60.478,13
6042,495.75,60.367,13
6044,495.42,60.367,13
6046,495.09,60.367,13
6048,494.76,60.367,13
6050,494.44,60.367,13
6052,494.11,60.367,13
6054,493.78,60.367,13
6056,492.55,60.256,13
6058,492.22,60.256,13
6060,491.44,60.2,13
6062,490.22,60.09,13
6064,489.89,60.09,13
6066,488.67,59.979,13
6068,488.35,59.979,13
6070,487.13,59.869,13
6072,486.81,59.869,13
6074,486.04,59.814,13
6076,485.72,59.814,13
6078,485.4,59.814,13
6080,484.19,59.703,13
6082,483.87,59.703,13
6084,483.55,59.703,13
6086,483.23,59.703,13
6088,482.03,59.594,13
6090,481.71,59.594,13
6092,481.39,59.594,13
6094,480.19,59.484,13
6096,479.43,59.429,13
6098,479.12,59.429,13
6100,478.81,59.429,13
6102,477.61,59.32,13
6104,477.3,59.32,13
6106,476.99,59.32,13
6108,476.67,59.32,13
6110,475.49,59.211,13
6112,475.18,59.211,13
6114,474.86,59.211,13
6116,474.12,59.156,13
6118,473.81,59.156,13
6120,472.63,59.047,13
6122,472.32,59.047,13
6124,472.01,59.047,13
6126,471.7,59.047,13
6128,471.39,59.047,13
6130,471.09,59.047,13
6132,469.91,58.939,13
6134,469.61,58.939,13
6136,469.3,58.939,13
6138,468.13,58.83,13
6140,467.83,58.83,13
6142,467.52,58.83,13
6144,466.79,58.776,13
6146,466.48,58.776,13
6148,465.32,58.668,13
6150,465.02,58.668,13
6152,464.72,58.668,13
6154,463.56,58.56,13
6156,463.26,58.56,13
6158,462.96,58.56,13
6160,461.81,58.452,13
6162,461.51,58.452,13
6164,460.78,58.398,13
6166,460.48,58.398,13
6168,459.34,58.291,13
6170,459.04,58.291,13
6172,458.74,58.291,13
6174,458.45,58.291,13
6176,457.3,58.183,13
6178,457.01,58.183,13
6180,455.87,58.076,13
6182,455.16,58.023,13
6184,454.86,58.023,13
6186,453.73,57.916,13
6188,453.44,57.916,13
6190,452.31,57.809,13
6192,452.02,57.809,13
6194,450.9,57.703,13
6196,450.61,57.703,13
6198,449.9,57.65,13
6200,449.61,57.65,13
6202,449.32,57.65,13
6204,449.03,57.65,13
6206,447.92,57.544,13
6208,447.63,57.544,13
6210,446.52,57.438,13
6212,446.23,57.438,13
6214,445.53,57.385,13
6216,444.43,57.28,13
6218,444.14,57.28,13
6220,443.04,57.174,13
6222,442.75,57.174,13
6224,442.47,57.174,13
6226,441.37,57.069,13
6228,441.09,57.069,13
6230,440.8,57.069,13
6232,440.52,57.069,13
6234,439.83,57.016,13
6236,439.55,57.016,13
6238,439.27,57.016,13
6240,438.99,57.016,13
6242,437.9,56.911,13
6244,437.62,56.911,13
6246,437.34,56.911,13
6248,436.25,56.807,13
6250,435.97,56.807,13
6252,435.7,56.807,13
6254,434.61,56.702,13
6256,433.94,56.65,13
6258,433.66,56.65,13
6260,433.38,56.65,13
6262,432.31,56.546,13
6264,432.03,56.546,13
6266,431.76,56.546,13
6268,430.69,56.441,13
6270,429.62,56.338,13
6272,428.95,56.286,13
6274,427.89,56.182,13
6276,427.62,56.182,13
6278,426.56,56.079,13
6280,426.29,56.079,13
6282,425.23,55.976,13
6284,424.57,55.924,13
6286,424.3,55.924,13
6288,424.03,55.924,13
6290,423.76,55.924,13
6292,423.49,55.924,13
6294,422.44,55.821,13
6296,422.17,55.821,13
6298,421.9,55.821,13
6300,420.86,55.718,13
6302,420.59,55.718,13
6304,419.94,55.667,13
6306,419.67,55.667,13
6308,418.64,55.565,13
6310,418.37,55.565,13
6312,418.11,55.565,13
6314,417.84,55.565,13
6316,416.81,55.463,13
6318,416.54,55.463,13
6320,416.28,55.463,13
6322,416.02,55.463,13
6324,414.99,55.361,13
6326,414.73,55.361,13
6328,414.47,55.361,13
6330,414.2,55.361,13
6332,413.94,55.361,13
6334,413.3,55.31,13
6336,413.04,55.31,13
6338,412.02,55.208,13
6340,411.76,55.208,13
6342,411.5,55.208,13
6344,410.48,55.106,13
6346,410.22,55.106,13
6348,409.96,55.106,13
6350,408.95,55.005,13
6352,408.32,54.954,13
6354,408.06,54.954,13
6356,407.05,54.853,13
6358,406.8,54.853,13
6360,405.79,54.752,13
6362,405.54,54.752,13
6364,405.28,54.752,13
6366,404.28,54.651,13
6368,404.03,54.651,13
6370,403.41,54.601,13
6372,403.15,54.601,13
6374,402.9,54.601,13
6376,402.65,54.601,13
6378,402.39,54.601,13
6380,401.4,54.5,13
6382,401.15,54.5,13
6384,400.9,54.5,13
6386,400.65,54.5,13
6388,399.66,54.4,13
6390,399.41,54.4,13
6392,399.16,54.4,13
6394,398.54,54.35,13
6396,397.56,54.25,13
6398,397.31,54.25,13
6400,396.33,54.15,13
6402,396.08,54.15,13
6404,395.84,54.15,13
6406,395.59,54.15,13
6408,395.34,54.15,13
6410,395.1,54.15,13
6412,394.12,54.05,13
6414,393.88,54.05,13
6416,393.63,54.05,13
6418,393.39,54.05,13
6420,392.78,54.001,13
6422,392.54,54.001,13
6424,391.57,53.901,13
6426,391.33,53.901,13
6428,391.08,53.901,13
6430,390.84,53.901,13
6432,390.6,53.901,13
6434,389.63,53.802,13
6436,389.39,53.802,13
6438,389.15,53.802,13
6440,388.91,53.802,13
6442,388.67,53.802,13
6444,387.71,53.703,13
6446,387.47,53.703,13
6448,387.23,53.703,13
6450,386.99,53.703,13
6452,386.39,53.654,13
6454,385.45,53.555,13
6456,385.21,53.555,13
6458,384.26,53.456,13
6460,384.02,53.456,13
6462,383.08,53.358,13
6464,382.49,53.309,13
6466,382.25,53.309,13
6468,381.31,53.211,13
6470,381.08,53.211,13
6472,380.14,53.113,13
6474,379.9,53.113,13
6476,379.67,53.113,13
6478,378.74,53.015,13
6480,378.16,52.966,13
6482,377.92,52.966,13
6484,376.99,52.869,13
6486,376.07,52.771,13
6488,375.84,52.771,13
6490,375.26,52.723,13
6492,374.34,52.626,13
6494,373.42,52.529,13
6496,372.5,52.432,13
6498,371.93,52.384,13
6500,371.02,52.288,13
6502,370.11,52.192,13
6504,368.86,52.048,13
6506,367.28,51.856,13
6508,366.04,51.713,13
6510,365.14,51.618,13
6512,363.24,51.381,13
6514,361.68,51.192,13
6516,360.46,51.051,13
6518,358.92,50.863,13
6520,357.71,50.722,13
6522,356.17,50.536,13
6524,354.97,50.396,13
6526,354.1,50.304,13
6528,352.91,50.165,13
6530,351.39,49.981,13
6532,350.21,49.842,13
6534,348.71,49.659,13
6536,346.89,49.431,13
6538,345.72,49.295,13
6540,344.24,49.113,13
6542,341.82,48.798,13
6544,340.04,48.574,13
6546,338.27,48.35,13
6548,335.89,48.04,13
6550,333.53,47.731,13
6552,331.19,47.424,13
6554,329.46,47.206,13
6556,327.15,46.903,13
6558,324.84,46.601,13
6560,323.45,46.43,13
6562,322.37,46.302,13
6564,320.69,46.089,13
6566,319.9,46.004,13
6568,319.71,46.004,13
6570,318.93,45.92,13
6572,319.91,46.089,13
6574,320.01,46.132,13
6576,320.99,46.302,13
6578,321.69,46.43,13
6580,323.27,46.687,13
6582,324.57,46.903,13
6584,325.87,47.119,13
6586,327.17,47.337,13
6588,328.18,47.512,13
6590,329.5,47.731,13
6592,330.82,47.951,13
6594,332.14,48.173,13
6596,333.16,48.35,13
6598,333.88,48.484,13
6600,334.91,48.663,13
6602,335.64,48.798,13
6604,336.67,48.978,13
6606,338.02,49.204,13
6608,338.75,49.34,13
6610,339.17,49.431,13
6612,340.22,49.613,13
6614,340.95,49.751,13
6616,341.37,49.842,13
6618,341.48,49.888,13
6620,341.91,49.981,13
6622,341.7,49.981,13
6624,342.12,50.073,13
6626,341.92,50.073,13
6628,342.34,50.165,13
6630,342.13,50.165,13
6632,341.92,50.165,13
6634,341.72,50.165,13
6636,341.51,50.165,13
6638,341.31,50.165,13
6640,341.1,50.165,13
6642,340.9,50.165,13
6644,340.69,50.165,13
6646,340.49,50.165,13
6648,340.28,50.165,13
6650,340.08,50.165,13
6652,339.87,50.165,13
6654,339.67,50.165,13
6656,339.46,50.165,13
6658,339.26,50.165,13
6660,339.06,50.165,13
6662,338.85,50.165,13
6664,338.03,50.073,13
6666,337.82,50.073,13
6668,337.62,50.073,13
6670,337.42,50.073,13
6672,337.22,50.073,13
6674,336.4,49.981,13
6676,336.19,49.981,13
6678,335.99,49.981,13
6680,335.17,49.888,13
6682,334.97,49.888,13
6684,334.46,49.842,13
6686,334.26,49.842,13
6688,334.06,49.842,13
6690,333.25,49.751,13
6692,333.05,49.751,13
6694,332.85,49.751,13
6696,332.65,49.751,13
6698,331.84,49.659,13
6700,331.64,49.659,13
6702,331.45,49.659,13
6704,330.94,49.613,13
6706,330.14,49.522,13
6708,329.94,49.522,13
6710,329.74,49.522,13
6712,328.94,49.431,13
6714,328.74,49.431,13
6716,327.94,49.34,13
6718,327.75,49.34,13
6720,327.55,49.34,13
6722,327.06,49.295,13
6724,326.86,49.295,13
6726,326.07,49.204,13
6728,325.87,49.204,13
6730,325.68,49.204,13
6732,325.49,49.204,13
6734,324.69,49.113,13
6736,324.5,49.113,13
6738,324.31,49.113,13
6740,324.12,49.113,13
6742,323.92,49.113,13
6744,323.73,49.113,13
6746,323.54,49.113,13
6748,323.35,49.113,13
6750,323.16,49.113,13
6752,322.37,49.023,13
6754,321.88,48.978,13
6756,321.69,48.978,13
6758,321.5,48.978,13
6760,320.72,48.888,13
6762,320.53,48.888,13
6764,319.75,48.798,13
6766,319.56,48.798,13
6768,319.37,48.798,13
6770,318.6,48.708,13
6772,318.41,48.708,13
6774,318.22,48.708,13
6776,318.03,48.708,13
6778,317.85,48.708,13
6780,317.66,48.708,13
6782,317.47,48.708,13
6784,317.29,48.708,13
6786,317.1,48.708,13
6788,316.91,48.708,13
6790,316.43,48.663,13
6792,316.25,48.663,13
6794,316.06,48.663,13
6796,315.29,48.574,13
6798,315.11,48.574,13
6800,314.92,48.574,13
6802,314.16,48.484,13
6804,313.97,48.484,13
6806,313.5,48.44,13
6808,312.74,48.35,13
6810,312.55,48.35,13
6812,311.8,48.261,13
6814,311.61,48.261,13
6816,311.43,48.261,13
6818,311.25,48.261,13
6820,311.07,48.261,13
6822,310.88,48.261,13
6824,310.7,48.261,13
6826,310.52,48.261,13
6828,310.34,48.261,13
6830,310.16,48.261,13
6832,309.4,48.173,13
6834,309.22,48.173,13
6836,309.04,48.173,13
6838,308.86,48.173,13
6840,308.68,48.173,13
6842,308.22,48.128,13
6844,308.04,48.128,13
6846,307.57,48.084,13
6848,307.39,48.084,13
6850,306.93,48.04,13
6852,306.75,48.04,13
6854,306.57,48.04,13
6856,306.11,47.995,13
6858,305.93,47.995,13
6860,305.47,47.951,13
6862,305.29,47.951,13
6864,305.12,47.951,13
6866,304.66,47.907,13
6868,304.48,47.907,13
6870,304.02,47.863,13
6872,303.85,47.863,13
6874,303.39,47.819,13
6876,303.21,47.819,13
6878,303.04,47.819,13
6880,302.58,47.775,13
6882,302.41,47.775,13
6884,301.95,47.731,13
6886,301.78,47.731,13
6888,301.32,47.687,13
6890,301.15,47.687,13
6892,300.7,47.643,13
6894,300.52,47.643,13
6896,300.07,47.599,13
6898,299.9,47.599,13
6900,299.45,47.555,13
6902,299,47.512,13
6904,298.83,47.512,13
6906,298.38,47.468,13
6908,298.21,47.468,13
6910,297.76,47.424,13
6912,297.59,47.424,13
6914,297.14,47.381,13
6916,296.69,47.337,13
6918,296.52,47.337,13
6920,296.08,47.293,13
6922,295.91,47.293,13
6924,295.47,47.25,13
6926,295.02,47.206,13
6928,294.85,47.206,13
6930,294.41,47.163,13
6932,293.97,47.119,13
6934,293.8,47.119,13
6936,293.36,47.076,13
6938,292.92,47.033,13
6940,292.75,47.033,13
6942,292.31,46.989,13
6944,291.88,46.946,13
6946,291.44,46.903,13
6948,291.27,46.903,13
6950,290.84,46.86,13
6952,290.4,46.816,13
6954,289.7,46.73,13
6956,289.54,46.73,13
6958,289.37,46.73,13
6960,289.2,46.73,13
6962,289.04,46.73,13
6964,288.6,46.687,13
6966,287.91,46.601,13
6968,287.74,46.601,13
6970,287.05,46.516,13
6972,286.88,46.516,13
6974,286.19,46.43,13
6976,285.76,46.387,13
6978,285.6,46.387,13
6980,284.91,46.302,13
6982,284.75,46.302,13
6984,284.06,46.217,13
6986,283.9,46.217,13
6988,283.74,46.217,13
6990,283.05,46.132,13
6992,282.89,46.132,13
6994,282.73,46.132,13
6996,282.31,46.089,13
6998,282.41,46.132,13
7000,282.24,46.132,13
7002,282.08,46.132,13
7004,281.92,46.132,13
7006,281.76,46.132,13
7008,281.6,46.132,13
7010,281.44,46.132,13
7012,281.28,46.132,13
7014,281.12,46.132,13
7016,280.7,46.089,13
7018,280.54,46.089,13
7020,280.38,46.089,13
7022,279.7,46.004,13
7024,279.54,46.004,13
7026,278.87,45.92,13
7028,278.71,45.92,13
7030,278.04,45.835,13
7032,277.63,45.793,13
7034,276.96,45.709,13
7036,276.8,45.709,13
7038,276.13,45.625,13
7040,275.98,45.625,13
7042,275.57,45.583,13
7044,274.9,45.499,13
7046,274.75,45.499,13
7048,274.59,45.499,13
7050,273.93,45.415,13
7052,273.78,45.415,13
7054,273.62,45.415,13
7056,273.47,45.415,13
7058,273.31,45.415,13
7060,273.16,45.415,13
7062,273,45.415,13
7064,272.85,45.415,13
7066,272.69,45.415,13
7068,272.54,45.415,13
7070,272.38,45.415,13
7072,271.73,45.331,13
7074,271.57,45.331,13
7076,271.42,45.331,13
7078,271.02,45.29,13
7080,270.37,45.206,13
7082,270.21,45.206,13
7084,270.06,45.206,13
7086,269.41,45.123,13
7088,269.26,45.123,13
7090,268.61,45.04,13
7092,268.21,44.999,13
7094,268.06,44.999,13
7096,267.91,44.999,13
7098,267.27,44.916,13
7100,267.12,44.916,13
7102,266.48,44.833,13
7104,266.33,44.833,13
7106,266.18,44.833,13
7108,265.54,44.751,13
7110,265.39,44.751,13
7112,265,44.71,13
7114,264.85,44.71,13
7116,264.7,44.71,13
7118,264.55,44.71,13
7120,264.4,44.71,13
7122,264.25,44.71,13
7124,264.1,44.71,13
7126,263.95,44.71,13
7128,263.81,44.71,13
7130,263.17,44.627,13
7132,263.03,44.627,13
7134,262.88,44.627,13
7136,262.73,44.627,13
7138,262.1,44.545,13
7140,261.95,44.545,13
7142,261.81,44.545,13
7144,261.66,44.545,13
7146,261.51,44.545,13
7148,260.89,44.463,13
7150,260.74,44.463,13
7152,260.36,44.422,13
7154,260.21,44.422,13
7156,260.06,44.422,13
7158,259.44,44.34,13
7160,258.82,44.259,13
7162,258.67,44.259,13
7164,258.53,44.259,13
7166,258.15,44.218,13
7168,257.53,44.137,13
7170,257.38,44.137,13
7172,257.24,44.137,13
7174,257.1,44.137,13
7176,256.48,44.055,13
7178,256.34,44.055,13
7180,256.2,44.055,13
7182,256.05,44.055,13
7184,255.91,44.055,13
7186,255.77,44.055,13
7188,255.15,43.974,13
7190,255.01,43.974,13
7192,254.87,43.974,13
7194,254.73,43.974,13
7196,254.59,43.974,13
7198,254.21,43.934,13
7200,253.6,43.853,13
7202,253.46,43.853,13
7204,253.32,43.853,13
7206,253.18,43.853,13
7208,252.58,43.772,13
7210,252.43,43.772,13
7212,251.83,43.692,13
7214,251.46,43.652,13
7216,251.32,43.652,13
7218,250.72,43.571,13
7220,250.58,43.571,13
7222,249.98,43.491,13
7224,249.38,43.411,13
7226,249.01,43.371,13
7228,248.88,43.371,13
7230,248.74,43.371,13
7232,248.14,43.291,13
7234,248.01,43.291,13
7236,247.87,43.291,13
7238,247.73,43.291,13
7240,247.6,43.291,13
7242,247.46,43.291,13
7244,247.32,43.291,13
7246,247.19,43.291,13
7248,247.05,43.291,13
7250,246.46,43.211,13
7252,246.32,43.211,13
7254,246.19,43.211,13
7256,246.05,43.211,13
7258,245.92,43.211,13
7260,245.55,43.172,13
7262,244.97,43.092,13
7264,244.83,43.092,13
7266,244.7,43.092,13
7268,244.11,43.013,13
7270,243.98,43.013,13
7272,243.4,42.934,13
7274,243.26,42.934,13
7276,242.9,42.894,13
7278,242.32,42.815,13
7280,242.19,42.815,13
7282,242.06,42.815,13
7284,241.48,42.737,13
7286,241.35,42.737,13
7288,241.22,42.737,13
7290,241.08,42.737,13
7292,240.95,42.737,13
7294,240.82,42.737,13
7296,240.24,42.658,13
7298,240.11,42.658,13
7300,239.98,42.658,13
7302,239.85,42.658,13
7304,239.5,42.619,13
7306,239.36,42.619,13
7308,239.23,42.619,13
7310,238.66,42.54,13
7312,238.53,42.54,13
7314,238.4,42.54,13
7316,238.27,42.54,13
7318,237.7,42.462,13
7320,237.57,42.462,13
7322,237.44,42.462,13
7324,237.31,42.462,13
7326,237.18,42.462,13
7328,236.62,42.384,13
7330,236.49,42.384,13
7332,236.14,42.345,13
7334,236.01,42.345,13
7336,235.45,42.267,13
7338,235.32,42.267,13
7340,234.76,42.189,13
7342,234.64,42.189,13
7344,234.51,42.189,13
7346,234.38,42.189,13
7348,233.82,42.111,13
7350,233.48,42.073,13
7352,233.35,42.073,13
7354,233.22,42.073,13
7356,233.1,42.073,13
7358,232.97,42.073,13
7360,232.42,41.995,13
7362,232.29,41.995,13
7364,232.16,41.995,13
7366,232.04,41.995,13
7368,231.91,41.995,13
7370,231.79,41.995,13
7372,231.66,41.995,13
7374,231.53,41.995,13
7376,231.41,41.995,13
7378,231.28,41.995,13
7380,231.16,41.995,13
7382,231.03,41.995,13
7384,230.48,41.918,13
7386,230.36,41.918,13
7388,230.23,41.918,13
7390,229.9,41.879,13
7392,229.35,41.802,13
7394,229.23,41.802,13
7396,228.68,41.725,13
7398,228.56,41.725,13
7400,228.01,41.649,13
7402,227.89,41.649,13
7404,227.56,41.61,13
7406,227.01,41.534,13
7408,226.89,41.534,13
7410,226.77,41.534,13
7412,226.65,41.534,13
7414,226.52,41.534,13
7416,226.4,41.534,13
7418,226.28,41.534,13
7420,226.16,41.534,13
7422,226.04,41.534,13
7424,225.91,41.534,13
7426,225.79,41.534,13
7428,225.67,41.534,13
7430,225.55,41.534,13
7432,225.01,41.457,13
7434,224.89,41.457,13
7436,224.77,41.457,13
7438,224.24,41.381,13
7440,224.12,41.381,13
7442,223.79,41.343,13
7444,223.67,41.343,13
7446,223.55,41.343,13
7448,223.02,41.267,13
7450,222.9,41.267,13
7452,222.78,41.267,13
7454,222.25,41.191,13
7456,222.13,41.191,13
7458,221.6,41.115,13
7460,221.28,41.077,13
7462,221.16,41.077,13
7464,221.04,41.077,13
7466,220.52,41.001,13
7468,220.4,41.001,13
7470,220.28,41.001,13
7472,220.16,41.001,13
7474,219.64,40.926,13
7476,219.52,40.926,13
7478,219.41,40.926,13
7480,219.29,40.926,13
7482,219.17,40.926,13
7484,218.65,40.851,13
7486,218.33,40.813,13
7488,218.22,40.813,13
7490,218.1,40.813,13
7492,217.58,40.738,13
7494,217.47,40.738,13
7496,217.35,40.738,13
7498,217.24,40.738,13
7500,216.72,40.663,13
7502,216.6,40.663,13
7504,216.49,40.663,13
7506,216.37,40.663,13
7508,216.06,40.626,13
7510,215.55,40.551,13
7512,215.43,40.551,13
7514,215.32,40.551,13
7516,214.81,40.476,13
7518,214.69,40.476,13
7520,214.58,40.476,13
7522,214.07,40.402,13
7524,213.96,40.402,13
7526,213.84,40.402,13
7528,213.73,40.402,13
7530,213.61,40.402,13
7532,213.5,40.402,13
7534,213.39,40.402,13
7536,213.27,40.402,13
7538,213.16,40.402,13
7540,212.85,40.364,13
7542,212.74,40.364,13
7544,212.24,40.29,13
7546,212.12,40.29,13
7548,212.01,40.29,13
7550,211.51,40.216,13
7552,211.4,40.216,13
7554,211.09,40.179,13
7556,210.98,40.179,13
7558,210.67,40.142,13
7560,210.37,40.105,13
7562,210.25,40.105,13
7564,209.95,40.068,13
7566,209.84,40.068,13
7568,209.54,40.031,13
7570,209.43,40.031,13
7572,209.12,39.994,13
7574,209.01,39.994,13
7576,208.71,39.958,13
7578,208.6,39.958,13
7580,208.3,39.921,13
7582,208,39.884,13
7584,207.89,39.884,13
7586,207.58,39.847,13
7588,207.47,39.847,13
7590,207.18,39.811,13
7592,207.07,39.811,13
7594,206.77,39.774,13
7596,206.66,39.774,13
7598,206.36,39.737,13
7600,206.25,39.737,13
7602,205.95,39.701,13
7604,205.65,39.664,13
7606,205.55,39.664,13
7608,205.25,39.628,13
7610,205.14,39.628,13
7612,204.84,39.591,13
7614,204.74,39.591,13
7616,204.44,39.555,13
7618,204.33,39.555,13
7620,204.04,39.518,13
7622,203.74,39.482,13
7624,203.64,39.482,13
7626,203.34,39.446,13
7628,203.23,39.446,13
7630,202.94,39.409,13
7632,202.83,39.409,13
7634,202.54,39.373,13
7636,202.25,39.337,13
7638,202.14,39.337,13
7640,201.85,39.301,13
7642,201.75,39.301,13
7644,201.46,39.264,13
7646,201.35,39.264,13
7648,201.06,39.228,13
7650,200.95,39.228,13
7652,200.67,39.192,13
7654,200.37,39.156,13
7656,200.27,39.156,13
7658,199.98,39.12,13
7660,199.88,39.12,13
7662,199.59,39.084,13
7664,199.48,39.084,13
7666,199.2,39.048,13
7668,198.91,39.012,13
7670,198.81,39.012,13
7672,198.52,38.976,13
7674,198.42,38.976,13
7676,198.13,38.94,13
7678,198.03,38.94,13
7680,197.74,38.904,13
7682,197.46,38.869,13
7684,197.35,38.869,13
7686,197.07,38.833,13
7688,196.97,38.833,13
7690,196.68,38.797,13
7692,195.86,38.654,13
7694,195.76,38.654,13
7696,195.84,38.69,13
7698,195.73,38.69,13
7700,195.63,38.69,13
7702,195.53,38.69,13
7704,195.25,38.654,13
7706,195.15,38.654,13
7708,195.05,38.654,13
7710,194.59,38.583,13
7712,194.48,38.583,13
7714,194.38,38.583,13
7716,194.28,38.583,13
7718,193.83,38.512,13
7720,193.73,38.512,13
7722,193.63,38.512,13
7724,193.35,38.477,13
7726,192.89,38.406,13
7728,192.79,38.406,13
7730,192.69,38.406,13
7732,192.24,38.335,13
7734,192.14,38.335,13
7736,192.04,38.335,13
7738,192.29,38.406,13
7740,192.19,38.406,13
7742,191.74,38.335,13
7744,191.64,38.335,13
7746,191.54,38.335,13
7748,191.44,38.335,13
7750,190.99,38.265,13
7752,190.89,38.265,13
7754,190.8,38.265,13
7756,190.7,38.265,13
7758,190.42,38.23,13
7760,189.97,38.159,13
7762,189.88,38.159,13
7764,189.78,38.159,13
7766,189.68,38.159,13
7768,189.23,38.089,13
7770,189.14,38.089,13
7772,189.04,38.089,13
7774,188.6,38.019,13
7776,188.5,38.019,13
7778,188.4,38.019,13
7780,188.13,37.984,13
7782,187.69,37.914,13
7784,187.59,37.914,13
7786,187.5,37.914,13
7788,187.05,37.844,13
7790,186.96,37.844,13
7792,186.52,37.775,13
7794,186.42,37.775,13
7796,186.16,37.74,13
7798,186.06,37.74,13
7800,185.96,37.74,13
7802,185.87,37.74,13
7804,185.43,37.67,13
7806,185.34,37.67,13
7808,185.24,37.67,13
7810,185.15,37.67,13
7812,185.05,37.67,13
7814,184.96,37.67,13
7816,184.52,37.601,13
7818,184.43,37.601,13
7820,184.33,37.601,13
7822,184.24,37.601,13
7824,183.81,37.532,13
7826,183.54,37.497,13
7828,183.45,37.497,13
7830,183.36,37.497,13
7832,183.26,37.497,13
7834,183.17,37.497,13
7836,182.74,37.428,13
7838,182.65,37.428,13
7840,182.55,37.428,13
7842,182.46,37.428,13
7844,182.37,37.428,13
7846,181.94,37.359,13
7848,181.85,37.359,13
7850,181.75,37.359,13
7852,181.49,37.325,13
7854,181.07,37.256,13
7856,180.97,37.256,13
7858,180.88,37.256,13
7860,180.46,37.188,13
7862,180.37,37.188,13
7864,180.27,37.188,13
7866,179.85,37.119,13
7868,179.76,37.119,13
7870,179.67,37.119,13
7872,179.58,37.119,13
7874,179.49,37.119,13
7876,179.39,37.119,13
7878,179.3,37.119,13
7880,179.21,37.119,13
7882,179.12,37.119,13
7884,179.03,37.119,13
7886,178.94,37.119,13
7888,178.68,37.085,13
7890,178.59,37.085,13
7892,178.17,37.017,13
7894,178.08,37.017,13
7896,177.99,37.017,13
7898,177.9,37.017,13
7900,177.49,36.949,13
7902,177.4,36.949,13
7904,177.31,36.949,13
7906,177.22,36.949,13
7908,176.8,36.881,13
7910,176.71,36.881,13
7912,176.46,36.847,13
7914,176.37,36.847,13
7916,175.96,36.779,13
7918,175.87,36.779,13
7920,175.78,36.779,13
7922,175.37,36.711,13
7924,175.28,36.711,13
7926,175.19,36.711,13
7928,175.1,36.711,13
7930,175.01,36.711,13
7932,174.93,36.711,13
7934,174.84,36.711,13
7936,174.75,36.711,13
7938,174.66,36.711,13
7940,174.25,36.644,13
7942,174.16,36.644,13
7944,173.92,36.61,13
7946,173.83,36.61,13
7948,173.74,36.61,13
7950,173.65,36.61,13
7952,173.57,36.61,13
7954,173.16,36.543,13
