wave,flux,error,f
7908,324.11,67.608,13
7910,323.64,67.546,13
7912,323.48,67.546,13
7914,322.72,67.421,13
7916,322.56,67.421,13
7918,322.39,67.421,13
7920,322.23,67.421,13
7922,322.07,67.421,13
7924,321.91,67.421,13
7926,321.15,67.298,13
7928,320.99,67.298,13
7930,320.24,67.174,13
7932,319.78,67.112,13
7934,319.62,67.112,13
7936,319.46,67.112,13
7938,319.3,67.112,13
7940,319.14,67.112,13
7942,318.98,67.112,13
7944,318.82,67.112,13
7946,318.66,67.112,13
7948,318.5,67.112,13
7950,317.75,66.988,13
7952,317.59,66.988,13
7954,317.43,66.988,13
7956,317.27,66.988,13
7958,317.11,66.988,13
7960,316.95,66.988,13
7962,316.79,66.988,13
7964,316.05,66.865,13
7966,315.89,66.865,13
7968,315.73,66.865,13
7970,315.58,66.865,13
7972,315.42,66.865,13
7974,314.68,66.742,13
7976,314.52,66.742,13
7978,314.36,66.742,13
7980,313.92,66.681,13
7982,313.76,66.681,13
7984,313.6,66.681,13
7986,313.45,66.681,13
7988,313.29,66.681,13
7990,313.13,66.681,13
7992,312.97,66.681,13
7994,312.24,66.558,13
7996,312.09,66.558,13
7998,312.51,66.681,13
8000,312.35,66.681,13
8002,312.19,66.681,13
8004,312.04,66.681,13
8006,311.88,66.681,13
8008,311.15,66.558,13
8010,311,66.558,13
8012,310.84,66.558,13
8014,310.68,66.558,13
8016,309.96,66.435,13
8018,309.8,66.435,13
8020,309.65,66.435,13
8022,309.5,66.435,13
8024,309.34,66.435,13
8026,308.9,66.374,13
8028,308.18,66.252,13
8030,308.03,66.252,13
8032,307.31,66.13,13
8034,307.15,66.13,13
8036,307,66.13,13
8038,306.85,66.13,13
8040,306.13,66.008,13
8042,305.98,66.008,13
8044,305.83,66.008,13
8046,306.24,66.13,13
8048,306.09,66.13,13
8050,305.93,66.13,13
8052,305.78,66.13,13
8054,305.07,66.008,13
8056,304.92,66.008,13
8058,304.77,66.008,13
8060,304.61,66.008,13
8062,304.46,66.008,13
8064,304.31,66.008,13
8066,304.16,66.008,13
8068,304.01,66.008,13
8070,303.58,65.948,13
8072,302.87,65.826,13
8074,302.72,65.826,13
8076,302.57,65.826,13
8078,302.42,65.826,13
8080,301.71,65.705,13
8082,301.57,65.705,13
8084,301.42,65.705,13
8086,301.27,65.705,13
8088,301.12,65.705,13
8090,300.97,65.705,13
8092,300.82,65.705,13
8094,300.67,65.705,13
8096,300.52,65.705,13
8098,300.38,65.705,13
8100,300.23,65.705,13
8102,299.53,65.584,13
8104,299.38,65.584,13
8106,299.78,65.705,13
8108,299.63,65.705,13
8110,299.49,65.705,13
8112,298.79,65.584,13
8114,298.64,65.584,13
8116,298.22,65.524,13
8118,298.07,65.524,13
8120,297.93,65.524,13
8122,297.78,65.524,13
8124,297.63,65.524,13
8126,296.94,65.403,13
8128,296.79,65.403,13
8130,296.65,65.403,13
8132,296.5,65.403,13
8134,295.81,65.283,13
8136,295.66,65.283,13
8138,295.52,65.283,13
8140,295.37,65.283,13
8142,295.23,65.283,13
8144,295.08,65.283,13
8146,294.94,65.283,13
8148,294.79,65.283,13
8150,295.19,65.403,13
8152,295.05,65.403,13
8154,294.36,65.283,13
8156,293.67,65.163,13
8158,293.26,65.103,13
8160,293.12,65.103,13
8162,292.43,64.983,13
8164,292.29,64.983,13
8166,292.15,64.983,13
8168,291.47,64.863,13
8170,291.32,64.863,13
8172,290.65,64.744,13
8174,290.24,64.685,13
8176,290.09,64.685,13
8178,289.42,64.565,13
8180,289.28,64.565,13
8182,288.6,64.446,13
8184,288.2,64.387,13
8186,287.53,64.269,13
8188,286.86,64.15,13
8190,286.72,64.15,13
8192,286.05,64.032,13
8194,285.91,64.032,13
8196,285.77,64.032,13
8198,285.63,64.032,13
8200,286.02,64.15,13
8202,285.88,64.15,13
8204,286.27,64.269,13
8206,286.65,64.387,13
8208,286.78,64.446,13
8210,286.64,64.446,13
8212,287.03,64.565,13
8214,286.89,64.565,13
8216,286.75,64.565,13
8218,286.61,64.565,13
8220,285.94,64.446,13
8222,285.01,64.269,13
8224,283.83,64.032,13
8226,282.91,63.856,13
8228,281.73,63.621,13
8230,280.82,63.445,13
8232,280.16,63.329,13
8234,280.03,63.329,13
8236,279.89,63.329,13
8238,279.75,63.329,13
8240,280.13,63.445,13
8242,280,63.445,13
8244,280.38,63.562,13
8246,280.24,63.562,13
8248,280.11,63.562,13
8250,279.97,63.562,13
8252,279.84,63.562,13
8254,279.7,63.562,13
8256,279.56,63.562,13
8258,279.43,63.562,13
8260,279.29,63.562,13
8262,279.16,63.562,13
8264,279.28,63.621,13
8266,279.66,63.738,13
8268,280.04,63.856,13
8270,279.39,63.738,13
8272,279.25,63.738,13
8274,278.6,63.621,13
8276,278.21,63.562,13
8278,278.08,63.562,13
8280,277.43,63.445,13
8282,277.3,63.445,13
8284,276.66,63.329,13
8286,276.52,63.329,13
8288,275.88,63.212,13
8290,275.49,63.154,13
8292,275.36,63.154,13
8294,275.23,63.154,13
8296,275.1,63.154,13
8298,274.96,63.154,13
8300,275.08,63.212,13
8302,274.95,63.212,13
8304,274.82,63.212,13
8306,275.19,63.329,13
8308,275.06,63.329,13
8310,274.93,63.329,13
8312,274.8,63.329,13
8314,274.66,63.329,13
8316,274.53,63.329,13
8318,274.4,63.329,13
8320,273.76,63.212,13
8322,273.63,63.212,13
8324,273.25,63.154,13
8326,273.12,63.154,13
8328,272.48,63.038,13
8330,272.35,63.038,13
8332,271.72,62.922,13
8334,271.59,62.922,13
8336,270.96,62.806,13
8338,270.58,62.748,13
8340,270.45,62.748,13
8342,269.82,62.633,13
8344,269.7,62.633,13
8346,269.57,62.633,13
8348,268.94,62.517,13
8350,268.81,62.517,13
8352,268.68,62.517,13
8354,268.55,62.517,13
8356,268.18,62.46,13
8358,267.56,62.345,13
8360,267.43,62.345,13
8362,266.81,62.23,13
8364,266.68,62.23,13
8366,266.55,62.23,13
8368,266.43,62.23,13
8370,266.3,62.23,13
8372,265.68,62.115,13
8374,265.55,62.115,13
8376,265.43,62.115,13
8378,265.06,62.058,13
8380,264.93,62.058,13
8382,264.32,61.944,13
8384,264.19,61.944,13
8386,264.07,61.944,13
8388,263.94,61.944,13
8390,263.81,61.944,13
8392,263.69,61.944,13
8394,263.56,61.944,13
8396,263.44,61.944,13
8398,263.8,62.058,13
8400,263.67,62.058,13
8402,263.54,62.058,13
8404,263.42,62.058,13
8406,262.81,61.944,13
8408,262.69,61.944,13
8410,262.08,61.83,13
8412,261.95,61.83,13
8414,261.35,61.716,13
8416,260.98,61.659,13
8418,260.86,61.659,13
8420,260.73,61.659,13
8422,260.13,61.546,13
8424,260.01,61.546,13
8426,259.88,61.546,13
8428,259.28,61.433,13
8430,259.16,61.433,13
8432,259.04,61.433,13
8434,258.91,61.433,13
8436,258.31,61.32,13
8438,257.95,61.263,13
8440,257.83,61.263,13
8442,257.23,61.15,13
8444,256.64,61.038,13
8446,256.52,61.038,13
8448,256.16,60.982,13
8450,255.57,60.869,13
8452,255.92,60.982,13
8454,255.8,60.982,13
8456,255.91,61.038,13
8458,255.79,61.038,13
8460,255.67,61.038,13
8462,256.02,61.15,13
8464,255.9,61.15,13
8466,255.78,61.15,13
8468,255.66,61.15,13
8470,255.54,61.15,13
8472,255.42,61.15,13
8474,255.3,61.15,13
8476,255.18,61.15,13
8478,255.06,61.15,13
8480,255.4,61.263,13
8482,255.28,61.263,13
8484,255.16,61.263,13
8486,255.28,61.32,13
8488,255.63,61.433,13
8490,255.51,61.433,13
8492,255.86,61.546,13
8494,255.74,61.546,13
8496,255.62,61.546,13
8498,255.5,61.546,13
8500,254.91,61.433,13
8502,254.32,61.32,13
8504,253.96,61.263,13
8506,253.38,61.15,13
8508,253.26,61.15,13
8510,252.67,61.038,13
8512,252.32,60.982,13
8514,251.74,60.869,13
8516,251.16,60.757,13
8518,251.04,60.757,13
8520,250.92,60.757,13
8522,250.34,60.646,13
8524,250.23,60.646,13
8526,250.57,60.757,13
8528,250.45,60.757,13
8530,250.8,60.869,13
8532,250.68,60.869,13
8534,251.26,61.038,13
8536,251.6,61.15,13
8538,251.48,61.15,13
8540,251.83,61.263,13
8542,251.71,61.263,13
8544,251.13,61.15,13
8546,251.01,61.15,13
8548,250.89,61.15,13
8550,250.32,61.038,13
8552,249.51,60.869,13
8554,249.39,60.869,13
8556,248.82,60.757,13
8558,248.24,60.646,13
8560,247.44,60.478,13
8562,246.87,60.367,13
8564,246.3,60.256,13
8566,246.19,60.256,13
8568,245.84,60.2,13
8570,245.28,60.09,13
8572,245.16,60.09,13
8574,244.6,59.979,13
8576,244.48,59.979,13
8578,243.92,59.869,13
8580,243.81,59.869,13
8582,243.69,59.869,13
8584,243.36,59.814,13
8586,243.47,59.869,13
8588,243.35,59.869,13
8590,243.24,59.869,13
8592,243.13,59.869,13
8594,242.79,59.814,13
8596,242.68,59.814,13
8598,242.56,59.814,13
8600,242.45,59.814,13
8602,242.34,59.814,13
8604,241.78,59.703,13
8606,241.22,59.594,13
8608,240.67,59.484,13
8610,240.33,59.429,13
8612,239.78,59.32,13
8614,239.23,59.211,13
8616,238.9,59.156,13
8618,238.35,59.047,13
8620,237.8,58.939,13
8622,237.69,58.939,13
8624,237.14,58.83,13
8626,237.03,58.83,13
8628,236.92,58.83,13
8630,236.81,58.83,13
8632,236.7,58.83,13
8634,237.03,58.939,13
8636,236.92,58.939,13
8638,237.24,59.047,13
8640,237.57,59.156,13
8642,237.68,59.211,13
8644,238.01,59.32,13
8646,238.34,59.429,13
8648,238.89,59.594,13
8650,239.21,59.703,13
8652,239.77,59.869,13
8654,240.54,60.09,13
8656,241.09,60.256,13
8658,241.43,60.367,13
8660,241.76,60.478,13
8662,242.09,60.59,13
8664,241.98,60.59,13
8666,241.43,60.478,13
8668,241.31,60.478,13
8670,240.76,60.367,13
8672,239.98,60.2,13
8674,238.99,59.979,13
8676,238.22,59.814,13
8678,237.67,59.703,13
8680,236.69,59.484,13
8682,235.93,59.32,13
8684,235.39,59.211,13
8686,235.06,59.156,13
8688,234.52,59.047,13
8690,233.55,58.83,13
8692,232.8,58.668,13
8694,232.26,58.56,13
8696,231.73,58.452,13
8698,231.41,58.398,13
8700,230.88,58.291,13
8702,230.35,58.183,13
8704,230.24,58.183,13
8706,229.5,58.023,13
8708,228.97,57.916,13
8710,228.45,57.809,13
8712,227.71,57.65,13
8714,227.19,57.544,13
8716,227.08,57.544,13
8718,226.56,57.438,13
8720,226.88,57.544,13
8722,226.77,57.544,13
8724,227.09,57.65,13
8726,227.19,57.703,13
8728,227.5,57.809,13
8730,227.82,57.916,13
8732,227.71,57.916,13
8734,228.03,58.023,13
8736,227.93,58.023,13
8738,228.03,58.076,13
8740,228.35,58.183,13
8742,228.66,58.291,13
8744,228.56,58.291,13
8746,228.46,58.291,13
8748,228.77,58.398,13
8750,228.67,58.398,13
8752,228.56,58.398,13
8754,228.46,58.398,13
8756,228.35,58.398,13
8758,228.25,58.398,13
8760,228.15,58.398,13
8762,227.62,58.291,13
8764,227.52,58.291,13
8766,227,58.183,13
8768,226.47,58.076,13
8770,226.16,58.023,13
8772,225.64,57.916,13
8774,225.13,57.809,13
8776,224.61,57.703,13
8778,224.3,57.65,13
8780,223.79,57.544,13
8782,223.68,57.544,13
8784,223.17,57.438,13
8786,222.86,57.385,13
8788,222.35,57.28,13
8790,221.84,57.174,13
8792,221.74,57.174,13
8794,221.64,57.174,13
8796,221.13,57.069,13
8798,221.03,57.069,13
8800,220.93,57.069,13
8802,220.63,57.016,13
8804,220.53,57.016,13
8806,220.02,56.911,13
8808,219.92,56.911,13
8810,219.42,56.807,13
8812,219.32,56.807,13
8814,219.22,56.807,13
8816,219.12,56.807,13
8818,219.02,56.807,13
8820,218.52,56.702,13
8822,218.42,56.702,13
8824,218.32,56.702,13
8826,218.22,56.702,13
8828,218.52,56.807,13
8830,218.42,56.807,13
8832,218.32,56.807,13
8834,218.23,56.807,13
8836,218.53,56.911,13
8838,218.43,56.911,13
8840,218.33,56.911,13
8842,218.63,57.016,13
8844,218.74,57.069,13
8846,218.64,57.069,13
8848,218.94,57.174,13
8850,219.25,57.28,13
8852,219.55,57.385,13
8854,219.65,57.438,13
8856,219.96,57.544,13
8858,219.86,57.544,13
8860,220.17,57.65,13
8862,220.07,57.65,13
8864,219.97,57.65,13
8866,219.87,57.65,13
8868,219.37,57.544,13
8870,218.86,57.438,13
8872,218.16,57.28,13
8874,217.26,57.069,13
8876,216.56,56.911,13
8878,215.67,56.702,13
8880,214.98,56.546,13
8882,214.49,56.441,13
8884,213.99,56.338,13
8886,213.7,56.286,13
8888,213.21,56.182,13
8890,212.72,56.079,13
8892,212.63,56.079,13
8894,212.14,55.976,13
8896,212.05,55.976,13
8898,211.76,55.924,13
8900,211.66,55.924,13
8902,211.18,55.821,13
8904,210.69,55.718,13
8906,210.6,55.718,13
8908,209.92,55.565,13
8910,209.44,55.463,13
8912,208.96,55.361,13
8914,208.87,55.361,13
8916,208.2,55.208,13
8918,207.72,55.106,13
8920,207.63,55.106,13
8922,207.54,55.106,13
8924,207.06,55.005,13
8926,206.97,55.005,13
8928,206.88,55.005,13
8930,206.78,55.005,13
8932,206.5,54.954,13
8934,206.03,54.853,13
8936,205.56,54.752,13
8938,205.47,54.752,13
8940,204.81,54.601,13
8942,204.34,54.5,13
8944,204.25,54.5,13
8946,203.78,54.4,13
8948,203.69,54.4,13
8950,203.41,54.35,13
8952,202.95,54.25,13
8954,202.48,54.15,13
8956,202.02,54.05,13
8958,201.74,54.001,13
8960,201.28,53.901,13
8962,200.82,53.802,13
8964,200.73,53.802,13
8966,200.64,53.802,13
8968,200.18,53.703,13
8970,200.09,53.703,13
8972,200.01,53.703,13
8974,199.73,53.654,13
8976,199.28,53.555,13
8978,198.82,53.456,13
8980,198.73,53.456,13
8982,198.1,53.309,13
8984,198.01,53.309,13
8986,197.55,53.211,13
8988,197.47,53.211,13
8990,197.38,53.211,13
8992,197.29,53.211,13
8994,197.2,53.211,13
8996,197.12,53.211,13
8998,197.03,53.211,13
9000,196.94,53.211,13
9002,196.85,53.211,13
9004,196.77,53.211,13
9006,197.04,53.309,13
9008,196.95,53.309,13
9010,196.87,53.309,13
9012,196.96,53.358,13
9014,197.23,53.456,13
9016,197.15,53.456,13
9018,196.7,53.358,13
9020,196.43,53.309,13
9022,195.98,53.211,13
9024,195.53,53.113,13
9026,195.09,53.015,13
9028,194.82,52.966,13
9030,194.74,52.966,13
9032,194.29,52.869,13
9034,194.21,52.869,13
9036,193.76,52.771,13
9038,193.68,52.771,13
9040,193.41,52.723,13
9042,192.97,52.626,13
9044,192.53,52.529,13
9046,192.09,52.432,13
9048,192.01,52.432,13
9050,191.74,52.384,13
9052,191.66,52.384,13
9054,191.58,52.384,13
9056,191.49,52.384,13
9058,191.58,52.432,13
9060,191.32,52.384,13
9062,191.24,52.384,13
9064,191.15,52.384,13
9066,190.72,52.288,13
9068,190.63,52.288,13
9070,190.55,52.288,13
9072,190.46,52.288,13
9074,190.38,52.288,13
9076,190.3,52.288,13
9078,190.21,52.288,13
9080,189.78,52.192,13
9082,189.7,52.192,13
9084,189.96,52.288,13
9086,189.88,52.288,13
9088,189.79,52.288,13
9090,190.06,52.384,13
9092,189.98,52.384,13
9094,190.07,52.432,13
9096,189.98,52.432,13
9098,189.9,52.432,13
9100,190.17,52.529,13
9102,190.08,52.529,13
9104,190.35,52.626,13
9106,190.27,52.626,13
9108,190.71,52.771,13
9110,190.63,52.771,13
9112,190.89,52.869,13
9114,191.16,52.966,13
9116,191.08,52.966,13
9118,191.52,53.113,13
9120,191.09,53.015,13
9122,191,53.015,13
9124,190.74,52.966,13
9126,190.31,52.869,13
9128,189.35,52.626,13
9130,188.57,52.432,13
9132,188.84,52.529,13
9134,189.45,52.723,13
9136,189.89,52.869,13
9138,190.16,52.966,13
9140,190.6,53.113,13
9142,190.87,53.211,13
9144,190.79,53.211,13
9146,190.7,53.211,13
9148,190.62,53.211,13
9150,190.54,53.211,13
9152,190.45,53.211,13
9154,190.37,53.211,13
9156,190.29,53.211,13
9158,190.56,53.309,13
9160,190.47,53.309,13
9162,190.39,53.309,13
9164,190.48,53.358,13
9166,190.4,53.358,13
9168,190.14,53.309,13
9170,190.06,53.309,13
9172,189.62,53.211,13
9174,189.19,53.113,13
9176,189.11,53.113,13
9178,188.51,52.966,13
9180,188.6,53.015,13
9182,188.86,53.113,13
9184,188.78,53.113,13
9186,189.05,53.211,13
9188,189.31,53.309,13
9190,189.23,53.309,13
9192,189.15,53.309,13
9194,189.07,53.309,13
9196,188.98,53.309,13
9198,188.9,53.309,13
9200,188.82,53.309,13
